id,observed_on_string,observed_on,time_observed_at,quality_grade,license,url,image_url,tag_list,captive_cultivated,place_guess,latitude,longitude,positional_accuracy,private_place_guess,coordinates_obscured,place_town_name,place_county_name,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
95012921,2021/05/30 7:18 PM PDT,2021-05-30,2021-05-31 02:18:00 UTC,research,CC0,https://www.inaturalist.org/observations/95012921,https://inaturalist-open-data.s3.amazonaws.com/photos/157682876/medium.jpeg,"",false,"Vernon, BC, Canada",50.17514,-119.444092,,,false,,North Okanagan,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95221964,2021/06/01 11:43 AM PDT,2021-06-01,2021-06-01 18:43:00 UTC,research,CC0,https://www.inaturalist.org/observations/95221964,https://inaturalist-open-data.s3.amazonaws.com/photos/158054881/medium.jpeg,"",false,"Central Okanagan, BC, Canada",50.141163,-119.495804,,,false,,Central Okanagan,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95342173,2021/06/20 9:51 AM PDT,2021-06-20,2021-06-20 16:51:00 UTC,research,CC0,https://www.inaturalist.org/observations/95342173,https://inaturalist-open-data.s3.amazonaws.com/photos/158266650/medium.jpeg,2021-06-20 ES M OFF,false,"Oregon Jack, Thompson-Nicola, British Columbia, Canada",50.637566,-121.505157,,,false,,Thompson-Nicola,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95344613,2021/06/20 10:30 AM PDT,2021-06-20,2021-06-20 17:30:00 UTC,research,CC0,https://www.inaturalist.org/observations/95344613,https://inaturalist-open-data.s3.amazonaws.com/photos/158271520/medium.jpeg,2021-06-20 ES A ON,false,"Thompson-Nicola, British Columbia, Canada",50.638138,-121.509377,,,false,,Thompson-Nicola,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95344656,2021/06/20 10:45 AM PDT,2021-06-20,2021-06-20 17:45:00 UTC,research,CC0,https://www.inaturalist.org/observations/95344656,https://inaturalist-open-data.s3.amazonaws.com/photos/158272744/medium.jpeg,2021-06-20 ES A ON,false,"Thompson-Nicola, British Columbia, Canada",50.638138,-121.509377,,,false,,Thompson-Nicola,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95354574,2021/06/20 11:36 AM PDT,2021-06-20,2021-06-20 18:36:00 UTC,research,CC0,https://www.inaturalist.org/observations/95354574,https://inaturalist-open-data.s3.amazonaws.com/photos/158290681/medium.jpeg,2021-06-20 ES E OFF,false,"Oregon Jack, Thompson-Nicola, British Columbia, Canada",50.637669,-121.496155,,,false,,Thompson-Nicola,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95357480,2021/06/20 1:18 PM PDT,2021-06-20,2021-06-20 20:18:00 UTC,research,CC0,https://www.inaturalist.org/observations/95357480,https://inaturalist-open-data.s3.amazonaws.com/photos/158296459/medium.jpeg,"",false,"Thompson-Nicola, BC, Canada",50.6400460599,-121.5014153052,4,,false,,Thompson-Nicola,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95358141,2021/06/20 2:04 PM PDT,2021-06-20,2021-06-20 21:04:00 UTC,research,CC0,https://www.inaturalist.org/observations/95358141,https://inaturalist-open-data.s3.amazonaws.com/photos/158298320/medium.jpeg,"",false,"Thompson-Nicola, BC, Canada",50.6396676098,-121.5054722679,4,,false,,Thompson-Nicola,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95358147,2021/06/20 2:07 PM PDT,2021-06-20,2021-06-20 21:07:00 UTC,research,CC0,https://www.inaturalist.org/observations/95358147,https://inaturalist-open-data.s3.amazonaws.com/photos/158298460/medium.jpeg,"",false,"Thompson-Nicola, BC, Canada",50.6395308796,-121.5055575872,4,,false,,Thompson-Nicola,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95359452,2021/06/20 2:16 PM PDT,2021-06-20,2021-06-20 21:16:00 UTC,research,CC0,https://www.inaturalist.org/observations/95359452,https://inaturalist-open-data.s3.amazonaws.com/photos/158300511/medium.jpeg,"",false,"Thompson-Nicola, BC, Canada",50.6390471579,-121.5050391255,4,,false,,Thompson-Nicola,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95362159,2021/06/21 10:08 AM PDT,2021-06-21,2021-06-21 17:08:00 UTC,research,CC0,https://www.inaturalist.org/observations/95362159,https://inaturalist-open-data.s3.amazonaws.com/photos/158305596/medium.jpeg,2021-06-21 ES M ON,false,"Thompson-Nicola, BC, Canada",50.828545,-121.6830829999,,,false,,Thompson-Nicola,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95423843,2021/06/21 11:03 AM PDT,2021-06-21,2021-06-21 18:03:00 UTC,research,CC0,https://www.inaturalist.org/observations/95423843,https://inaturalist-open-data.s3.amazonaws.com/photos/158415061/medium.jpeg,2021-06-21 ES A OFF,false,"Marble Canyon, Thompson-Nicola, British Columbia, Canada",50.828197,-121.689751,,,false,,Thompson-Nicola,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95487119,2021/06/02 1:54 PM PDT,2021-06-02,2021-06-02 20:54:00 UTC,research,CC0,https://www.inaturalist.org/observations/95487119,https://inaturalist-open-data.s3.amazonaws.com/photos/158525799/medium.jpeg,"",false,"Otter Lake, Okanagan-Similkameen, British Columbia, Canada",49.585861,-120.770744,,,false,,Okanagan-Similkameen,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95730244,2021/06/14 2:48 PM PDT,2021-06-14,2021-06-14 21:48:00 UTC,research,CC0,https://www.inaturalist.org/observations/95730244,https://inaturalist-open-data.s3.amazonaws.com/photos/158959225/medium.jpeg,"",false,"Nairn Falls, Squamish-Lillooet, British Columbia, Canada",50.29454,-122.824982,,,false,,Squamish-Lillooet,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95787162,2021/07/17 4:28 PM PDT,2021-07-17,2021-07-17 23:28:00 UTC,research,CC0,https://www.inaturalist.org/observations/95787162,https://inaturalist-open-data.s3.amazonaws.com/photos/159058419/medium.jpeg,"",false,"Fraser-Fort George, BC, Canada",54.476569702,-122.6859748201,15,,false,,Fraser-Fort George,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95799185,2021/07/18 10:48 AM PDT,2021-07-18,2021-07-18 17:48:00 UTC,research,CC0,https://www.inaturalist.org/observations/95799185,https://inaturalist-open-data.s3.amazonaws.com/photos/159080118/medium.jpeg,2021-07-18 ES A ON,false,"Crooked River, Fraser-Fort George, British Columbia, Canada",54.471741,-122.67762,,,false,,Fraser-Fort George,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95799224,2021/07/18 11:01 AM PDT,2021-07-18,2021-07-18 18:01:00 UTC,research,CC0,https://www.inaturalist.org/observations/95799224,https://inaturalist-open-data.s3.amazonaws.com/photos/159080896/medium.jpeg,2021-07-18 ES A ON,false,"Crooked River, Fraser-Fort George, British Columbia, Canada",54.471809,-122.679092,,,false,,Fraser-Fort George,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95807929,2021/07/18 11:55 AM PDT,2021-07-18,2021-07-18 18:55:00 UTC,research,CC0,https://www.inaturalist.org/observations/95807929,https://inaturalist-open-data.s3.amazonaws.com/photos/159094627/medium.jpeg,"",false,"Crooked River, Fraser-Fort George, British Columbia, Canada",54.472416,-122.685112,,,false,,Fraser-Fort George,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95817368,2021/07/18 2:35 PM PDT,2021-07-18,2021-07-18 21:35:00 UTC,research,CC0,https://www.inaturalist.org/observations/95817368,https://inaturalist-open-data.s3.amazonaws.com/photos/159113993/medium.jpeg,"",false,"Fraser-Fort George, BC, Canada",54.4764674755,-122.6855836377,4,,false,,Fraser-Fort George,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95901753,2021/06/15 3:33 PM PDT,2021-06-15,2021-06-15 22:33:00 UTC,research,CC0,https://www.inaturalist.org/observations/95901753,https://inaturalist-open-data.s3.amazonaws.com/photos/159259689/medium.jpeg,"",false,"Birkenhead Lake, Squamish-Lillooet, British Columbia, Canada",50.5588490001,-122.658813,,,false,,Squamish-Lillooet,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95903972,2021/06/15 5:38 PM PDT,2021-06-15,2021-06-16 00:38:00 UTC,research,CC0,https://www.inaturalist.org/observations/95903972,https://inaturalist-open-data.s3.amazonaws.com/photos/159265542/medium.jpeg,"",false,"Birkenhead Lake, Squamish-Lillooet, British Columbia, Canada",50.5589030001,-122.658997,,,false,,Squamish-Lillooet,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95903982,2021/06/15 5:45 PM PDT,2021-06-15,2021-06-16 00:45:00 UTC,research,CC0,https://www.inaturalist.org/observations/95903982,https://inaturalist-open-data.s3.amazonaws.com/photos/159265859/medium.jpeg,"",false,"Birkenhead Lake, Squamish-Lillooet, British Columbia, Canada",50.559582,-122.659401,,,false,,Squamish-Lillooet,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95923416,2021/06/15 6:11 PM PDT,2021-06-15,2021-06-16 01:11:00 UTC,research,CC0,https://www.inaturalist.org/observations/95923416,https://inaturalist-open-data.s3.amazonaws.com/photos/159300860/medium.jpeg,"",false,"Birkenhead Lake, Squamish-Lillooet, British Columbia, Canada",50.559528,-122.6597370001,,,false,,Squamish-Lillooet,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95938643,2021/06/16 1:49 PM PDT,2021-06-16,2021-06-16 20:49:00 UTC,research,CC0,https://www.inaturalist.org/observations/95938643,https://inaturalist-open-data.s3.amazonaws.com/photos/159328241/medium.jpeg,"",false,"Birkenhead Lake, Squamish-Lillooet, British Columbia, Canada",50.556599,-122.6823729999,,,false,,Squamish-Lillooet,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95947451,2021/06/16 10:12 AM PDT,2021-06-16,2021-06-16 17:12:00 UTC,research,CC0,https://www.inaturalist.org/observations/95947451,https://inaturalist-open-data.s3.amazonaws.com/photos/159343692/medium.jpeg,"",false,"Birkenhead Lake, Squamish-Lillooet, British Columbia, Canada",50.560364,-122.676025,,,false,,Squamish-Lillooet,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95947470,2021/06/16 11:07 AM PDT,2021-06-16,2021-06-16 18:07:00 UTC,research,CC0,https://www.inaturalist.org/observations/95947470,https://inaturalist-open-data.s3.amazonaws.com/photos/159343896/medium.jpeg,"",false,"Birkenhead Lake, Squamish-Lillooet, British Columbia, Canada",50.559879,-122.676842,,,false,,Squamish-Lillooet,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95947486,2021/06/16 1:11 PM PDT,2021-06-16,2021-06-16 20:11:00 UTC,research,CC0,https://www.inaturalist.org/observations/95947486,https://inaturalist-open-data.s3.amazonaws.com/photos/159344104/medium.jpeg,"",false,"Birkenhead Lake, Squamish-Lillooet, British Columbia, Canada",50.55748,-122.681168,,,false,,Squamish-Lillooet,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95947563,2021/06/16 6:45 PM PDT,2021-06-16,2021-06-17 01:45:00 UTC,research,CC0,https://www.inaturalist.org/observations/95947563,https://inaturalist-open-data.s3.amazonaws.com/photos/159345072/medium.jpeg,"",false,"Birkenhead Lake, Squamish-Lillooet, British Columbia, Canada",50.554966,-122.683327,,,false,,Squamish-Lillooet,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
95947566,2021/06/16 7:00 PM PDT,2021-06-16,2021-06-17 02:00:00 UTC,research,CC0,https://www.inaturalist.org/observations/95947566,https://inaturalist-open-data.s3.amazonaws.com/photos/159345103/medium.jpeg,"",false,"Squamish-Lillooet, BC, Canada",50.556274,-122.6815409999,,,false,,Squamish-Lillooet,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96019499,2021/07/20 12:25 PM PDT,2021-07-20,2021-07-20 19:25:00 UTC,research,CC0,https://www.inaturalist.org/observations/96019499,https://inaturalist-open-data.s3.amazonaws.com/photos/159469253/medium.jpeg,"",false,"Fraser-Fort George, BC, Canada",55.0626179785,-123.0313164385,4,,false,,Fraser-Fort George,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96044093,2021/07/20 4:51 PM PDT,2021-07-20,2021-07-20 23:51:00 UTC,research,CC0,https://www.inaturalist.org/observations/96044093,https://inaturalist-open-data.s3.amazonaws.com/photos/159514958/medium.jpeg,"",false,"Pine Le Moray, Peace River, British Columbia, Canada",55.49892,-122.567368,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96044099,2021/07/21 8:32 AM PDT,2021-07-21,2021-07-21 15:32:00 UTC,research,CC0,https://www.inaturalist.org/observations/96044099,https://inaturalist-open-data.s3.amazonaws.com/photos/159515080/medium.jpeg,"",false,"Pine Le Moray, Peace River, British Columbia, Canada",55.4490809999,-122.72197,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96046041,2021/07/21 9:50 AM PDT,2021-07-21,2021-07-21 16:50:00 UTC,research,CC0,https://www.inaturalist.org/observations/96046041,https://inaturalist-open-data.s3.amazonaws.com/photos/159518873/medium.jpeg,"",false,"Peace River, BC, Canada",55.4560481986,-122.7104147345,4,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96415437,2021/06/18 12:47 PM PDT,2021-06-18,2021-06-18 19:47:00 UTC,research,CC0,https://www.inaturalist.org/observations/96415437,https://inaturalist-open-data.s3.amazonaws.com/photos/160171707/medium.jpeg,"",false,"Squamish-Lillooet, BC, Canada",50.38776,-122.35421,,,false,,Squamish-Lillooet,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96428924,2021/06/18 4:36 PM PDT,2021-06-18,2021-06-18 23:36:00 UTC,research,CC0,https://www.inaturalist.org/observations/96428924,https://inaturalist-open-data.s3.amazonaws.com/photos/160197980/medium.jpeg,"",false,"Squamish-Lillooet, BC, Canada",50.3866367666,-122.3532180171,74,,false,,Squamish-Lillooet,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96432011,2021/07/23 10:00 AM PDT,2021-07-23,2021-07-23 17:00:00 UTC,research,CC0,https://www.inaturalist.org/observations/96432011,https://inaturalist-open-data.s3.amazonaws.com/photos/160203370/medium.jpeg,"",false,"Butler Ridge, Peace River, British Columbia, Canada",56.143814,-122.348976,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96506916,2021/07/23 2:14 PM PDT,2021-07-23,2021-07-23 21:14:00 UTC,research,CC0,https://www.inaturalist.org/observations/96506916,https://inaturalist-open-data.s3.amazonaws.com/photos/160335545/medium.jpeg,"",false,"Peace River, BC, Canada",56.1563708571,-122.2678815589,4,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96519513,2021/07/25 9:56 AM PDT,2021-07-25,2021-07-25 16:56:00 UTC,research,CC0,https://www.inaturalist.org/observations/96519513,https://inaturalist-open-data.s3.amazonaws.com/photos/160358683/medium.jpeg,2021-07-25 ES M OFF,false,"Beatton, Peace River, British Columbia, Canada",56.333126,-120.947792,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96519549,2021/07/25 10:06 AM PDT,2021-07-25,2021-07-25 17:06:00 UTC,research,CC0,https://www.inaturalist.org/observations/96519549,https://inaturalist-open-data.s3.amazonaws.com/photos/160359621/medium.jpeg,2021-07-25 ES M OFF,false,"Beatton, Peace River, British Columbia, Canada",56.333126,-120.947792,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96522692,2021/07/25 11:14 AM PDT,2021-07-25,2021-07-25 18:14:00 UTC,research,CC0,https://www.inaturalist.org/observations/96522692,https://inaturalist-open-data.s3.amazonaws.com/photos/160365520/medium.jpeg,2021-07-25 ES E OFF,false,"Beatton, Peace River, British Columbia, Canada",56.332722,-120.944633,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96522705,2021/07/25 11:18 AM PDT,2021-07-25,2021-07-25 18:18:00 UTC,research,CC0,https://www.inaturalist.org/observations/96522705,https://inaturalist-open-data.s3.amazonaws.com/photos/160365775/medium.jpeg,2021-07-25 ES E OFF,false,"Beatton, Peace River, British Columbia, Canada",56.3326989999,-120.944382,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96522755,2021/07/25 11:39 AM PDT,2021-07-25,2021-07-25 18:39:00 UTC,research,CC0,https://www.inaturalist.org/observations/96522755,https://inaturalist-open-data.s3.amazonaws.com/photos/160366784/medium.jpeg,2021-07-25 ES E OFF,false,"Peace River, BC, Canada",56.332413,-120.944298,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96526265,2021/07/25 12:11 PM PDT,2021-07-25,2021-07-25 19:11:00 UTC,research,CC0,https://www.inaturalist.org/observations/96526265,https://inaturalist-open-data.s3.amazonaws.com/photos/160372746/medium.jpeg,"",false,"Beatton, Peace River, British Columbia, Canada",56.329288,-120.939049,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96529015,2021/07/25 2:16 PM PDT,2021-07-25,2021-07-25 21:16:00 UTC,research,CC0,https://www.inaturalist.org/observations/96529015,https://inaturalist-open-data.s3.amazonaws.com/photos/160378130/medium.jpeg,"",false,"Beatton, Peace River, British Columbia, Canada",56.3284,-120.951363,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96542639,2021/07/26 9:41 AM PDT,2021-07-26,2021-07-26 16:41:00 UTC,research,CC0,https://www.inaturalist.org/observations/96542639,https://inaturalist-open-data.s3.amazonaws.com/photos/160402649/medium.jpeg,2021-07-26 ES M OFF,false,"Beatton, Peace River, British Columbia, Canada",56.33276,-120.94236,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96544160,2021/07/26 10:36 AM PDT,2021-07-26,2021-07-26 17:36:00 UTC,research,CC0,https://www.inaturalist.org/observations/96544160,https://inaturalist-open-data.s3.amazonaws.com/photos/160406065/medium.jpeg,2021-07-26 ES A ON,false,"Beatton, Peace River, British Columbia, Canada",56.332462,-120.938919,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96544202,2021/07/26 10:50 AM PDT,2021-07-26,2021-07-26 17:50:00 UTC,research,CC0,https://www.inaturalist.org/observations/96544202,https://inaturalist-open-data.s3.amazonaws.com/photos/160406922/medium.jpeg,2021-07-26 ES A ON,false,"Peace River, BC, Canada",56.332062,-120.93779,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96612601,2021/07/26 11:05 AM PDT,2021-07-26,2021-07-26 18:05:00 UTC,research,CC0,https://www.inaturalist.org/observations/96612601,https://inaturalist-open-data.s3.amazonaws.com/photos/160525334/medium.jpeg,2021-07-26 ES E OFF,false,"Beatton, Peace River, British Columbia, Canada",56.33168,-120.936295,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96612673,2021/07/26 11:24 AM PDT,2021-07-26,2021-07-26 18:24:00 UTC,research,CC0,https://www.inaturalist.org/observations/96612673,https://inaturalist-open-data.s3.amazonaws.com/photos/160526920/medium.jpeg,2021-07-26 ES E OFF,false,"Peace River, BC, Canada",56.331314,-120.93531,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96612690,2021/07/26 11:34 AM PDT,2021-07-26,2021-07-26 18:34:00 UTC,research,CC0,https://www.inaturalist.org/observations/96612690,https://inaturalist-open-data.s3.amazonaws.com/photos/160527291/medium.jpeg,"",false,"Beatton, Peace River, British Columbia, Canada",56.332054,-120.933784,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96615586,2021/07/26 11:48 AM PDT,2021-07-26,2021-07-26 18:48:00 UTC,research,CC0,https://www.inaturalist.org/observations/96615586,https://inaturalist-open-data.s3.amazonaws.com/photos/160528951/medium.jpeg,2021-07-26 ES N ON,false,"Beatton, Peace River, British Columbia, Canada",56.332325,-120.933334,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96631001,2021/07/27 3:41 PM PDT,2021-07-27,2021-07-27 22:41:00 UTC,research,CC0,https://www.inaturalist.org/observations/96631001,https://inaturalist-open-data.s3.amazonaws.com/photos/160558824/medium.jpeg,"",false,"Charlie Lake, Peace River, British Columbia, Canada",56.3091810001,-120.998474,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96632755,2021/07/27 6:22 PM PDT,2021-07-27,2021-07-28 01:22:00 UTC,research,CC0,https://www.inaturalist.org/observations/96632755,https://inaturalist-open-data.s3.amazonaws.com/photos/160562296/medium.jpeg,"",false,"Charlie Lake, Peace River, British Columbia, Canada",56.307606,-120.989853,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96642700,2021/07/28 9:15 AM PDT,2021-07-28,2021-07-28 16:15:00 UTC,research,CC0,https://www.inaturalist.org/observations/96642700,https://inaturalist-open-data.s3.amazonaws.com/photos/160580597/medium.jpeg,2021-07-28 ES M ON,false,"Charlie Lake, Peace River, British Columbia, Canada",56.306026,-120.999802,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96642758,2021/07/28 9:29 AM PDT,2021-07-28,2021-07-28 16:29:00 UTC,research,CC0,https://www.inaturalist.org/observations/96642758,https://inaturalist-open-data.s3.amazonaws.com/photos/160581630/medium.jpeg,2021-07-28 ES M ON,false,"Charlie Lake, Peace River, British Columbia, Canada",56.30616,-120.999229,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96653037,2021/06/20 10:48 AM PDT,2021-06-20,2021-06-20 17:48:00 UTC,research,CC0,https://www.inaturalist.org/observations/96653037,https://inaturalist-open-data.s3.amazonaws.com/photos/160600628/medium.jpeg,"",false,"Oregon Jack, Thompson-Nicola, British Columbia, Canada",50.638191,-121.510109,,,false,,Thompson-Nicola,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96653078,2021/06/20 11:48 AM PDT,2021-06-20,2021-06-20 18:48:00 UTC,research,CC0,https://www.inaturalist.org/observations/96653078,https://inaturalist-open-data.s3.amazonaws.com/photos/160601908/medium.jpeg,"",false,"Thompson-Nicola, BC, Canada",50.638821,-121.511772,,,false,,Thompson-Nicola,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96722891,2021/06/21 10:02 AM PDT,2021-06-21,2021-06-21 17:02:00 UTC,research,CC0,https://www.inaturalist.org/observations/96722891,https://inaturalist-open-data.s3.amazonaws.com/photos/160724193/medium.jpeg,"",false,"Marble Canyon, Thompson-Nicola, British Columbia, Canada",50.828548,-121.68338,,,false,,Thompson-Nicola,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96731682,2021/07/28 9:55 AM PDT,2021-07-28,2021-07-28 16:55:00 UTC,research,CC0,https://www.inaturalist.org/observations/96731682,https://inaturalist-open-data.s3.amazonaws.com/photos/160743304/medium.jpeg,2021-07-28 ES A ON,false,"Charlie Lake, Peace River, British Columbia, Canada",56.306564,-120.997261,,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96734503,2021/07/28 5:20 PM PDT,2021-07-28,2021-07-29 00:20:00 UTC,research,CC0,https://www.inaturalist.org/observations/96734503,https://inaturalist-open-data.s3.amazonaws.com/photos/160749695/medium.jpeg,"",false,"Peace River, BC, Canada",57.3832688581,-122.8387309626,4,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96743033,2021/07/28 6:36 PM PDT,2021-07-28,2021-07-29 01:36:00 UTC,research,CC0,https://www.inaturalist.org/observations/96743033,https://inaturalist-open-data.s3.amazonaws.com/photos/160764693/medium.jpeg,"",false,"Peace River, BC, Canada",57.3841505943,-122.8365623502,4,,false,,Peace River,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96752721,2021/07/30 5:36 PM PDT,2021-07-30,2021-07-31 00:36:00 UTC,research,CC0,https://www.inaturalist.org/observations/96752721,https://inaturalist-open-data.s3.amazonaws.com/photos/160784904/medium.jpeg,"",false,"Northern Rockies, BC V0C, Canada",58.6506903758,-124.6480167263,4,,false,,Northern Rockies,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
96839496,2021/07/31 3:58 PM PDT,2021-07-31,2021-07-31 22:58:00 UTC,research,CC0,https://www.inaturalist.org/observations/96839496,https://inaturalist-open-data.s3.amazonaws.com/photos/160937247/medium.jpeg,"",false,"Northern Rockies, BC V0C, Canada",58.6339936667,-124.4379313261,15,,false,,Northern Rockies,British Columbia,Canada,Canadian buffalo-berry,Shepherdia canadensis,Canadian buffalo-berry,Plantae,79072
